"HISEI","HOMEPOS","IMMIG","GRADE","GENDER","MATH","W"
22.75,-0.026,2,1,1,389.4916,874.586
29.16,0.8355,2,0,0,369.0079,373.1028
57,-0.5051,1,0,1,411.9844,644.5503
39.02,-1.7578,1,0,0,456.7388,884.231
68.7,0.1368,1,0,0,514.1957,785.0401
68.7,-1.556,1,0,1,503.8972,584.2659
78.86,0.2752,1,0,1,591.3564,940.716
65.01,-0.2845,1,0,0,494.6975,652.9312
25.95,-1.4311,1,0,0,374.6372,1644.964
78.76,0.0159,1,1,0,458.3703,759.9835
51.56,-0.1662,2,1,0,429.2917,960.1918
24.98,-0.3459,1,1,0,539.247,655.1455
24.53,-0.4218,1,0,1,435.0851,677.0836
65.12,1.0099,1,0,0,301.3224,924.7837
76.65,-0.0347,1,0,1,546.0695,799.6732
82.41,0.1431,1,0,0,590.5871,694.2956
71.39,0.9635,1,0,0,553.0924,547.4675
68.7,0.5274,1,0,1,535.61,867.8157
16.38,1.4613,1,-1,1,387.7359,687.766
79.74,0.7791,1,0,1,580.1304,1699.095
22.16,-0.3595,2,-1,0,351.1686,901.7008
70.5,-0.164,1,0,0,569.662,1302.116
88.7,0.9615,1,1,1,471.6295,919.8023
35.34,0.6348,2,0,0,541.1646,554.8722
78.86,0.1216,1,0,0,568.9367,684.1808
59.35,0.2883,1,0,0,356.0855,570.5866
30.34,-0.3879,2,0,0,363.6818,822.2078
54.92,0.2236,1,0,1,500.9564,521.3976
85.41,0.9404,2,0,1,615.6634,996.4446
66.42,-0.2894,1,0,1,367.5816,1012.438
77.88,1.6996,1,1,1,584.3313,869.3854
20.91,-1.0154,2,0,0,331.6745,594.5036
81.13,1.4859,1,0,0,461.2494,1071.922
33.83,-0.6278,1,0,0,505.227,528.1723
57.03,0.5135,1,0,0,456.9459,485.2478
75.43,0.5561,1,0,0,580.1601,1217.909
43.85,-0.0288,1,0,0,547.839,547.4675
65.01,0.4145,1,1,0,526.0337,841.5952
41.22,-0.4729,1,0,1,553.8961,1463.899
30.32,-1.7999,1,0,0,359.3719,843.5551
65.01,0.6081,1,0,0,411.179,528.1723
86.72,1.5885,3,0,1,565.0947,1665.117
52.72,-0.0763,1,0,1,503.2286,778.1364
31.08,0.213,2,1,1,389.7238,859.7264
68.7,0.7879,1,0,0,450.4384,780.4352
76.49,0.3026,1,0,0,467.5788,876.8064
65.12,0.9953,1,0,0,529.2497,554.8722
44.92,-0.8321,1,0,1,362.2686,603.7953
76.65,1.1134,2,1,0,695.3371,773.1937
85.13,1.8613,1,0,1,582.8418,831.4169
82.41,0.5017,1,0,1,530.7869,577.0671
17.56,-0.0644,2,0,1,478.5258,956.2035
59.76,1.4833,1,0,0,572.1027,822.0018
76.49,0.5418,1,0,0,459.9292,511.5939
57.99,-0.3365,1,0,0,400.5731,594.0437
73.38,0.5432,1,0,1,554.1371,705.9021
71.39,0.0301,1,0,1,416.7821,669.7047
65.01,0.2935,2,0,0,390.374,777.3291
86.72,0.3051,3,1,1,587.8291,869.6445
43.85,0.6388,1,0,0,445.3859,861.4836
43.85,-1.4631,1,0,1,360.1292,718.4232
68.7,0.9595,1,0,1,440.6898,1640.961
68.7,-1.4027,1,-1,1,385.603,874.6423
25.95,-0.9652,1,0,1,374.4331,809.9561
37.92,-0.0041,1,-1,0,252.3753,924.7837
31.08,0.4199,1,0,1,517.4659,674.5685
33.76,-0.08,1,0,1,430.8429,638.0784
83.5,0.689,2,1,1,600.8413,1072.886
29.73,0.4126,3,1,1,567.2464,993.2244
86.72,-0.441,1,0,0,383.4502,712.6043
30.9,-0.454,1,1,1,535.1174,901.4194
84.61,1.1001,1,0,1,622.1298,917.1685
80.78,-0.0103,1,1,1,531.8759,1159.529
88.7,-0.8318,2,1,0,382.8361,1339.467
79.74,1.6405,1,0,0,505.1071,1134.426
54.55,1.2286,1,0,0,456.2017,1039.342
65.01,-0.1959,1,0,1,390.4286,726.7811
22.16,-0.7069,2,0,1,423.1133,867.3384
57.03,-0.5993,1,-1,0,473.2614,869.9329
43.85,-1.2445,1,0,1,368.277,393.7546
59.89,-0.0097,1,0,1,489.8258,1016.773
58.77,0.2067,3,0,0,571.8137,684.1808
56,-0.8925,2,0,0,428.3018,901.5883
73.38,0.7963,2,1,0,785.6532,765.6817
75.54,0.3891,1,0,0,520.6696,1071.922
79.05,1.3971,2,0,0,611.2732,629.5511
30.9,-0.358,1,0,0,417.2805,409.6923
30.9,-0.5353,1,0,1,339.2433,795.5073
33.83,0.3879,1,1,0,587.7052,625.9388
50.15,-0.3725,1,1,0,404.0299,418.8647
50.15,-0.3362,2,0,0,564.3128,1869.569
23.96,-0.6279,2,1,1,493.7277,895.9315
86.72,1.7444,1,1,1,552.7699,645.5953
20.91,-0.0022,2,0,0,382.7969,682.295
56,-0.5691,1,0,0,440.6708,947.9513
27.91,1.6273,1,0,0,360.0315,792.6705
52.72,0.6138,1,0,0,368.1676,1751.377
33.76,0.0119,1,0,0,447.3577,1012.469
86.72,1.6753,1,0,0,579.9221,651.4933
58.07,-0.2321,1,1,1,304.2136,1087.994
68.7,0.2801,1,0,1,327.9086,508.8072
51.5,0.8342,1,0,1,284.4948,919.9075
76.65,0.215,1,0,1,468.9281,618.4042
24.53,-0.1203,2,0,1,331.3687,730.2981
70.89,0.8473,1,1,0,502.1603,1121.063
17,-0.8913,1,0,0,338.6382,792.043
60.29,0.08,1,0,0,411.4256,1340.507
41.27,0.6612,3,0,1,472.2524,1100.551
48.1,-0.4074,1,0,1,401.9453,555.8112
68.7,1.1271,1,0,1,343.4651,1213.734
53.77,-0.7291,1,0,0,511.7824,528.1723
79.74,1.6355,1,0,0,649.8769,634.1043
51.56,-0.4204,1,1,1,441.7181,1242.162
21.82,-0.4038,1,0,0,599.5662,830.9699
74.79,0.418,1,0,0,542.6853,528.1723
21.82,-1.1103,2,0,0,525.9407,610.3265
70.09,0.398,2,0,1,660.4597,508.8072
75.54,-1.3321,1,0,0,460.4377,640.1664
62.39,1.079,1,1,0,515.7368,554.2079
80.78,-1.1481,3,0,1,338.0842,1601.608
28.12,-1.2858,1,0,1,442.9529,1750.147
68.55,0.9432,1,0,0,475.6735,547.4675
75.54,-1.1696,1,-1,0,343.3531,410.2264
88.7,0.9385,2,0,0,580.9006,884.0386
30.78,-0.2811,2,0,0,500.3566,876.8064
74.66,2.3879,3,1,0,649.0853,670.737
24.53,-0.6246,2,0,0,383.9833,913.581
70.89,0.657,1,0,0,575.8237,536.1598
16.38,-0.8334,1,0,1,381.3041,640.1664
68.7,0.7564,1,0,1,526.2959,603.1797
75.54,0.2061,1,0,0,396.8779,1302.116
19.08,-1.6922,1,-1,0,242.9324,1217.909
32.2,-0.3678,2,0,0,456.6402,947.9513
35.34,-0.2821,1,0,1,398.5932,1060.04
75.43,0.2791,1,1,1,482.4361,438.5854
76.98,0.6087,1,0,1,495.6076,683.6347
79.74,0.5687,3,0,1,359.6604,706.1739
43.33,-0.6756,1,-1,0,401.3747,673.6087
43.85,0.2329,2,0,1,421.8738,785.7852
88.7,-0.3272,1,0,0,360.8193,752.6338
57.03,0.7298,1,0,1,527.1285,619.219
32.5,1.4161,1,0,1,397.312,687.3101
29.73,0.3336,1,0,1,534.8056,521.3976
88.7,2.0406,1,0,0,615.5659,509.114
11.74,-1.8369,2,0,1,304.9654,561.7039
20.91,-1.296,3,0,0,306.9933,678.6486
62.45,-0.3177,1,1,1,434.4399,1315.242
31.08,0.8142,1,0,0,634.2426,1751.377
75.54,0.1507,1,0,0,380.4654,771.7018
61.82,-0.623,1,0,0,526.5862,965.3955
25.04,-0.77,1,0,0,520.8198,799.4975
82.41,-0.2686,1,0,0,520.9191,752.6338
77.1,2.6762,1,0,0,472.3495,1134.426
22.77,-0.0783,1,0,0,592.772,835.1373
65.01,-0.6069,1,1,0,535.9154,765.4092
65.12,0.1329,1,0,1,423.7835,778.1364
85.85,1.4786,1,0,0,540.2807,1817.636
43.33,1.0844,1,-1,1,504.4835,799.4451
39.02,-0.5717,1,0,1,572.1595,736.6283
31.08,-0.4064,2,0,1,485.1509,423.6999
16.5,-0.8881,1,-1,0,343.8761,604.522
26.85,-0.2139,1,0,0,589.4505,1751.377
75.5,0.7216,1,0,1,500.8817,727.1103
79.74,-0.0351,1,-1,0,445.4126,561.2642
70.5,0.881,1,-1,0,489.1467,604.522
25.26,-1.0875,2,0,1,554.9354,552.1778
17,-0.4389,1,0,0,494.0612,673.6087
76.65,-0.2472,1,0,0,616.0024,835.1373
86.72,0.0899,1,0,1,590.1711,830.9162
17,-0.8963,2,1,0,457.5727,737.5793
30.78,-0.0154,2,0,0,460.3785,863.4596
75.43,0.7259,1,0,0,566.6727,677.2937
71.39,0.3413,1,0,0,440.7259,694.2956
68.7,0.3333,1,0,0,395.0452,712.6043
71.55,0.4029,1,0,1,544.1619,683.6347
68.7,0.2303,2,0,0,464.977,836.7404
62.39,0.8838,1,0,1,446.3721,508.8072
43.85,-1.7306,1,1,1,414.229,717.1498
37.34,0.6505,2,0,1,500.6018,586.0391
68.7,0.584,1,-1,0,401.9909,1232.484
11.74,-0.9037,1,1,1,265.6222,674.9638
31.08,1.1249,3,1,0,476.4448,585.9969
65.12,0.5425,1,0,0,467.8181,670.632
33.76,-1.2928,2,0,0,423.1725,794.8265
68.7,-0.004,1,0,1,500.2187,1262.874
26.64,-1.6342,3,0,0,352.394,1138.511
66.42,0.6721,1,0,1,459.4894,644.5503
68.7,0.7772,2,0,0,307.4719,835.1373
79.05,0.3942,3,0,0,501.9393,661.4287
36.35,0.5128,1,0,0,474.7007,768.8742
76.49,1.1416,1,-1,0,596.1341,1232.484
14.21,-1.933,1,0,1,356.5049,713.6537
71.55,1.279,1,1,1,309.6234,770.5882
70.34,0.9995,1,0,1,536.0871,940.716
16.38,0.0969,2,0,0,402.7071,594.5036
30.78,-0.9248,2,1,1,410.2749,682.2694
17,-1.1137,2,1,1,493.4636,682.2694
21.24,-1.6418,2,-1,0,291.5299,611.724
73.91,0.5875,2,1,1,592.6518,421.9622
75.43,1.0758,2,0,1,594.9681,875.2265
35.34,-0.1713,1,0,1,394.6674,932.9773
26.6,-0.482,1,0,0,483.5959,517.2882
74.7,-0.0053,2,0,1,573.7412,736.2656
59.89,0.2423,1,1,0,385.2846,401.847
68.7,-0.1294,1,0,0,519.9546,604.522
47.83,-0.7238,1,0,0,406.4906,708.6669
68.7,-0.2777,1,0,0,387.0849,670.8058
11.74,-0.1659,2,1,1,430.3768,762.8979
68.54,0.6807,1,0,0,393.4797,794.4479
56,-0.9845,3,0,0,441.6717,664.854
26.64,-0.6741,1,0,0,404.3504,615.4963
25.23,-0.7296,1,0,0,482.5427,410.2264
66.42,-0.9679,1,0,1,654.3292,557.7143
71.39,0.0948,1,-1,1,416.6209,881.215
86.72,2.3586,1,0,0,482.8548,725.3383
39.04,-0.0137,1,0,0,575.5838,771.7018
17.55,-0.9735,1,0,1,373.1923,730.2981
22.16,-1.2148,2,0,0,381.2493,1094.958
29.16,-0.7914,1,0,0,385.8527,627.1932
33.76,-0.8846,2,1,0,390.0173,678.1436
36.35,0.4325,1,0,1,493.1718,776.2908
29.32,0.311,1,0,0,448.231,547.4675
21.96,0.3666,2,0,0,483.0897,782.9034
16.36,0.4473,1,0,0,528.6684,673.3137
76.49,-0.3764,3,1,0,407.581,1186.211
16.8,-0.3621,3,0,1,378.8266,423.6999
82.31,0.647,1,0,0,469.7407,568.636
52.72,-0.1842,1,0,1,536.1247,805.4391
25.95,-0.0045,2,0,1,386.0754,805.2845
74.66,0.5235,2,0,0,613.1735,977.3989
76.98,0.6842,1,1,0,328.6332,619.3579
25.95,-1.0901,2,0,0,379.6638,561.7039
60.29,-0.3805,1,0,1,362.7092,1792.216
58.07,-0.5597,1,1,1,404.7512,896.0602
50.15,-0.5227,2,0,1,355.8103,669.7581
71.39,-0.2574,3,0,1,378.573,778.1364
39.02,0.2528,1,0,0,633.1983,1086.259
65.12,-0.3509,1,1,0,557.6357,653.6845
65.42,0.2311,1,0,0,585.6315,855.1688
43.85,-1.1602,1,0,1,413.7202,919.9075
14.57,0.5024,1,0,1,435.5889,528.525
75.54,-0.0263,1,0,1,568.022,742.905
86.72,0.6469,2,0,0,396.1229,884.0386
75.54,0.0958,2,0,1,448.1385,727.6845
26.64,-1.0897,1,1,1,399.6551,718.4882
70.34,2.11,1,0,0,512.5442,843.1102
80.78,1.2571,1,0,0,653.2104,651.4933
59.89,-1.0573,1,1,1,344.6218,672.1668
68.88,0.7401,1,0,1,472.1656,700.9747
78.86,1.3964,2,0,1,692.9652,736.2656
36.92,0.2239,1,0,0,469.9145,616.6988
82.41,0.6261,1,0,0,463.6252,611.724
38.8,-0.4744,2,0,1,424.5243,497.1649
77.88,0.0498,1,0,0,557.7698,720.8415
44.92,-0.4238,1,0,1,383.36,1262.874
25.95,-1.0362,1,1,0,270.1433,885.7158
31.08,-1.2519,1,0,1,311.5038,684.6931
70.5,-0.9268,2,0,0,406.8535,1301.328
75.13,0.4382,3,1,0,585.4458,981.3942
28.52,-0.8679,1,0,1,369.0852,778.1364
82.41,0.0014,1,0,1,446.713,557.7143
51.5,-0.0878,1,0,1,378.0147,696.46
79.49,0.8676,1,0,1,507.715,922.5173
65.01,-1.0793,2,1,0,419.6847,925.2021
31.08,-0.6437,1,0,1,500.8981,742.905
25.04,-0.7686,1,0,0,360.3012,1086.259
66.42,1.0566,1,0,1,499.5121,528.525
70.89,0.7537,1,0,0,570.2711,780.4352
39.02,0.8765,1,0,1,501.1952,943.1797
39.02,-0.3888,1,0,1,403.2762,487.9839
24.98,-0.9087,1,0,0,499.5697,684.1808
75.43,1.2575,1,0,1,490.8491,662.592
69.76,1.2107,1,0,1,551.2958,736.2656
73.38,1.1982,1,0,1,578.3101,552.1778
48.66,-0.738,1,0,1,331.6262,867.3384
60.29,0.1703,1,0,0,411.5795,523.3733
31.08,-1.4826,1,1,0,415.5151,1764.961
39.02,-0.7012,1,0,1,438.5089,537.6039
70.34,1.1056,1,0,1,524.9106,706.1739
57.03,-0.2652,2,0,1,510.7692,557.7143
65.42,-0.1397,1,1,1,492.9938,874.586
27.91,-0.6643,1,0,1,611.0559,776.2908
30.78,-0.6823,1,0,0,483.2861,754.9125
30.9,0.0706,1,0,0,531.1795,965.3955
17.55,-1.7727,2,1,0,386.6601,424.3206
39.02,-1.4794,2,1,1,358.7579,207.7039
57.68,-0.6929,1,-1,1,343.1692,528.525
47.83,0.8898,1,0,0,571.2038,780.4352
65.01,0.1964,1,0,1,491.9307,917.1685
78.86,1.2851,2,1,1,715.6844,645.5953
57.37,0.2972,1,-1,0,542.7974,1340.507
71.39,-0.9376,2,1,1,357.1729,705.983
76.65,0.2293,2,1,0,586.9069,768.0588
60.92,0.436,1,0,0,500.4221,657.8247
74.66,2.1615,1,0,0,526.727,1022.545
78.86,0.657,1,1,1,540.6651,945.6467
76.65,-0.5501,1,0,0,519.2039,1022.545
79.05,0.6799,1,0,0,638.2226,799.4975
75.13,-0.5829,1,0,0,362.2428,798.179
70.34,1.0735,1,-1,0,431.8682,948.6838
60.29,0.7949,1,0,0,415.8304,1134.426
30.78,0.0385,1,1,1,393.5463,832.5313
17.56,-0.3255,2,0,1,382.0955,713.6537
70.5,-0.8619,1,0,0,523.7417,651.4933
51.01,0.8361,1,0,1,362.5963,765.5425
70.34,0.9244,2,0,1,545.2957,623.6596
88.7,-0.637,1,-1,0,421.4729,754.9125
85.85,-0.0535,1,0,0,491.5456,629.5511
26.64,-0.745,1,0,0,311.666,604.3597
44.92,1.4259,1,1,0,318.569,738.4804
82.41,-0.4509,2,0,1,552.4415,405.3383
50.15,-0.0118,1,-1,1,485.1351,718.4232
70.89,0.729,1,0,0,368.4527,652.6496
51.56,-1.3682,2,0,1,466.9276,959.4121
43.85,0.2529,1,0,0,558.1509,835.1373
30.78,-0.9777,1,0,1,337.2205,919.9075
82.41,0.8536,1,0,1,513.7143,644.5503
79.74,1.5721,1,0,0,544.3691,725.3383
80.92,0.7515,2,0,0,553.1402,794.8265
86.72,1.2617,1,0,1,593.263,936.4965
68.7,0.9089,1,0,1,508.1629,603.7953
71.39,-0.7647,1,0,1,435.581,922.5173
25.95,-2.5952,2,-1,1,372.0226,519.7552
75.13,-0.36,3,0,0,529.2259,471.0894
74.79,0.2683,1,0,0,565.7551,861.4836
78.86,0.0993,2,0,0,428.7353,363.2123
58.07,0.6906,1,0,0,491.4146,876.8064
82.41,1.3829,1,0,0,607.5268,588.8771
81.92,0.6313,1,0,0,475.5622,780.4352
68.7,0.7353,1,0,1,369.5797,867.9743
11.74,-1.0521,1,1,0,381.701,954.6075
70.5,-0.4024,1,0,1,426.7155,584.2659
65.01,-0.1438,1,1,0,443.2312,532.3079
78.17,1.8487,1,-1,1,460.4064,932.9773
68.7,-0.0087,1,0,0,399.4355,752.6338
63.31,-0.8191,1,0,0,445.8863,568.636
79.05,1.3941,1,0,1,572.7187,431.3
74.66,1.5007,2,0,0,598.0224,835.1373
58.07,1.8794,1,0,1,407.2176,674.5685
62.39,0.489,1,0,0,357.7954,694.2956
22.16,0.1283,2,-1,0,308.7163,774.4093
88.7,0.073,1,0,0,476.1656,425.6052
72.83,-0.4312,1,0,1,400.0852,797.1312
24.53,-1.6025,1,0,1,384.3651,393.7546
75.13,1.9486,1,0,0,521.0751,670.632
57.99,-0.2522,1,0,0,592.4057,1131.283
30.78,0.2106,1,0,0,452.242,678.6486
74.66,1.0992,2,0,1,393.8388,635.4133
28.52,-1.6701,1,-1,1,411.689,640.1664
85.41,0.9382,2,0,1,488.6086,550.6528
79.74,-0.1597,1,0,0,479.424,652.6496
24.98,0.2677,3,0,0,642.6679,1869.569
17,0.3882,1,0,0,352.352,752.6338
74.66,0.7936,1,0,1,551.0789,662.592
65.01,2.1135,1,0,0,630.9496,700.969
73.38,1.1326,1,0,1,507.9983,635.4133
85.85,1.0064,1,0,0,599.5204,785.0401
49.48,-0.6821,2,1,0,415.7246,664.1359
39.02,-1.4053,1,0,1,374.0566,542.2769
85.41,1.625,1,0,0,620.9344,547.4675
78.76,1.6963,1,0,1,571.0137,524.7728
67.94,0.6034,1,0,0,622.7004,1039.342
86.72,0.3026,2,0,0,689.4177,973.4936
30.78,0.3332,1,-1,1,365.947,778.1364
76.49,0.2412,1,0,1,358.6414,640.1664
68.7,1.446,1,0,0,365.5906,792.043
50.15,0.3908,1,0,1,613.9025,603.1797
73.91,0.2645,1,-1,1,431.7982,1100.551
68.7,1.2095,1,0,1,435.9041,1457.534
43.85,-0.2486,1,0,1,536.0675,809.9561
71.39,0.3468,1,0,0,540.7506,712.6043
78.86,0.0835,1,0,0,419.206,843.5551
24.53,-0.1332,2,0,1,511.1849,730.2981
44.92,-0.5727,1,0,1,438.6982,684.6931
35.34,0.1726,2,0,1,418.5065,2282.984
67.94,-0.736,2,0,0,437.3457,474.3981
35.34,0.8025,3,0,1,495.197,736.2656
65.12,-0.0602,1,0,1,411.7291,718.4232
35.34,-0.2444,1,0,1,439.3164,809.9561
88.7,-0.1884,1,-1,0,317.8961,855.0621
68.7,-0.9402,1,-1,1,317.9941,726.7811
46.38,0.5517,1,0,0,414.2449,752.4463
82.41,0.5685,1,0,1,421.0473,638.0784
79.05,0.7599,3,1,1,445.7909,524.0713
77.19,1.2792,1,1,0,693.8083,1196.771
64.44,-0.6639,1,1,0,380.9079,664.1359
88.7,0.5372,1,0,1,567.5729,867.8157
81.13,-0.7275,2,0,0,452.9028,664.854
65.12,0.8041,1,0,1,547.9497,765.5425
74.66,0.9442,1,1,1,532.3754,628.3673
35.34,0.3362,1,0,0,407.1313,884.231
43.85,0.3572,1,1,1,603.9717,1313.755
68.7,-0.5253,3,0,1,389.553,1262.874
28.52,-0.4953,1,0,0,463.1965,774.4093
39.02,-0.4297,1,0,0,418.5293,410.2264
24.53,-0.6157,1,0,1,421.0731,1640.961
71.39,0.5584,1,0,1,370.4751,487.9839
74.66,0.8091,1,0,1,597.8681,936.4965
22.77,0.01,2,0,1,411.6094,516.37
25.95,-0.7402,1,0,0,398.2563,664.854
51.56,0.2726,1,0,1,458.7928,785.7852
18.95,0.8696,1,0,1,338.8631,561.7039
41.27,1.388,1,0,1,399.4793,857.0239
52.72,-0.3849,1,0,0,467.1486,684.1808
36.92,-0.4437,3,0,1,426.0885,586.0391
43.85,-1.4104,1,-1,1,397.2475,713.6537
44.94,-1.3391,1,0,0,429.4831,880.9258
30.78,-0.2164,1,0,0,440.395,880.9258
22.75,0.2152,3,0,1,351.7791,834.6191
68.88,1.5613,2,0,0,651.5801,822.2078
62.39,1.1419,1,-1,1,542.2117,619.6011
32.2,-0.6304,1,1,0,380.7314,594.0274
74.66,2.1026,1,0,0,670.2058,752.9022
79.49,1.8302,1,0,1,597.4596,877.4436
70.5,0.9654,1,1,0,469.1956,613.165
88.7,1.087,1,0,0,570.5086,973.4936
30.9,-0.1179,1,1,1,327.5437,1087.994
65.01,0.1223,1,0,1,359.3912,497.1649
65.01,-0.6982,1,0,0,487.0846,965.3955
25.26,-0.727,2,0,1,446.1088,1000.093
81.92,1.1928,2,0,0,530.4484,725.3383
43.85,-1.6203,1,0,1,328.6586,497.1649
26.85,-0.2223,1,-1,1,356.292,552.1778
24.53,-2.9943,1,-1,1,315.1553,578.3961
53.15,-0.6832,1,0,0,553.3035,884.231
88.7,-0.2842,2,0,0,399.0516,640.1664
79.74,1.0956,1,0,0,651.7464,673.3137
81.92,0.6449,3,1,1,472.2292,471.3478
74.66,1.4125,2,1,1,527.01,606.8525
76.65,0.211,1,0,0,501.146,822.0018
63.03,0.7943,1,0,1,555.0786,940.716
28.48,-0.6095,2,1,1,500.6534,602.6578
65.01,0.6335,1,-1,0,500.734,645.9519
74.66,0.6795,1,0,0,571.0419,471.0894
24.85,-0.7127,1,0,0,419.7324,657.2502
75.43,0.2198,1,0,1,468.5037,508.8072
30.78,-1.3401,1,-1,1,275.7399,640.1664
88.7,1.0809,1,0,1,500.46,831.4169
30.78,0.5975,2,0,0,436.7206,594.0437
86.72,2.0953,1,0,0,580.7014,894.287
20.91,0.0431,1,1,0,254.3709,1481.845
80.46,1.1561,1,0,0,567.2171,771.0069
77.1,0.9749,1,0,0,625.5257,735.1987
26.64,1.3089,1,0,1,375.4298,818.2048
43.85,0.237,1,1,0,511.817,1011.196
23.47,0.0593,2,0,0,462.1784,610.3265
57.03,1.9782,1,0,1,511.6809,809.9561
78.86,0.7646,1,0,1,491.3168,697.9223
17,-2.1332,1,0,0,314.2581,610.3265
44.92,-1.095,1,1,0,343.1024,752.1659
72.94,0.8236,1,0,1,447.4939,1640.961
83.5,1.0349,1,0,0,576.4064,720.8415
43.85,-0.3433,1,0,1,480.7741,618.4042
57.03,-0.8599,1,0,1,463.8246,603.7953
88.7,-1.3089,1,0,1,408.4182,414.1503
78.86,1.4522,1,0,0,668.596,651.4933
31.08,-0.6662,2,0,0,611.3784,1751.377
72.83,1.417,1,0,0,612.0627,855.0621
70.5,0.7602,1,0,0,443.2505,894.287
65.01,0.1281,1,1,0,622.09,1243.448
76.65,0.9375,1,0,0,629.4813,694.2956
85.41,1.8159,1,0,0,695.0569,651.4933
24.53,0.0694,1,0,1,485.8381,857.0239
25.95,0.3742,1,0,1,433.4546,684.1351
33.76,-1.2382,2,0,1,359.9701,868.3156
86.72,-0.4079,2,0,1,490.5681,1539.223
68.7,1.1833,2,1,1,425.4643,696.2375
32.5,0.5734,2,0,1,548.4013,956.2035
62.45,-0.0354,1,0,0,445.3427,608.9484
80.46,0.2179,1,0,1,626.174,1605.444
70.89,-0.3907,1,0,1,426.0249,644.5503
75.13,-0.2073,1,-1,0,360.9644,794.4479
33.76,-0.686,2,-1,0,415.3991,822.2078
70.34,1.6748,1,0,1,438.4913,603.7953
85.41,1.6729,1,0,0,537.6837,471.0894
70.89,-0.4411,1,-1,0,365.6684,792.043
76.49,0.3117,1,0,0,675.6113,799.4975
75.43,0.8347,1,0,0,515.7453,856.1546
62.39,0.9825,1,0,1,369.3161,537.6039
27.52,-0.0979,1,1,1,562.7915,1006.257
70.89,-0.7231,1,0,1,583.7297,795.5073
24.09,0.0533,1,0,1,321.9527,555.8112
79.74,0.9999,2,0,1,531.9948,1097.569
28.04,0.5259,1,0,0,640.5324,712.6043
17,-0.9727,3,0,0,402.4726,707.707
65.01,1.2897,1,1,0,493.7244,902.6764
68.7,-1.0154,1,0,0,436.8263,774.4093
43.85,-0.5167,2,1,1,474.4521,702.861
59.89,-0.462,2,1,0,430.974,671.6135
50.9,0.7849,1,0,1,566.2505,550.6528
65.01,-0.0115,1,0,1,546.8429,718.4232
26.64,-0.2704,2,0,1,325.3796,812.9847
27.91,-1.3407,2,0,0,494.9105,735.1987
35.34,0.6474,1,0,1,498.8716,799.4451
71.39,0.9165,1,0,1,498.5679,857.0239
61.07,-0.0098,1,0,1,375.4569,489.7762
51.56,1.1588,1,1,0,593.2744,797.4174
39.02,0.4265,1,1,0,560.9112,954.6075
76.98,0.7875,1,0,0,575.7358,843.5551
16.5,0.4304,1,0,1,465.7401,644.5503
16.5,0.163,1,0,0,455.8176,836.7404
50.15,-0.1544,2,0,1,551.1603,696.46
27.52,0.3179,1,0,1,487.8437,1000.093
30.78,-0.6292,2,0,0,411.5913,876.8064
72.83,1.2453,1,0,1,614.791,752.6869
74.79,0.8382,1,1,0,566.5335,555.1198
65.01,0.2904,1,0,1,319.4136,613.9698
88.7,1.4379,1,0,0,676.7831,588.8771
88.7,-0.3951,1,-1,0,306.4806,640.1664
76.49,1.1524,1,0,1,516.7668,937.0833
36.35,0.8489,1,1,1,474.6211,674.9638
32.67,-1.2756,2,0,0,443.8503,708.6669
68.7,-0.5702,1,0,1,428.1159,670.317
68.7,2.1459,1,0,1,497.7331,857.0239
68.7,0.6446,1,0,1,370.1621,662.7367
24.98,-0.6139,2,0,1,560.2318,867.3384
25.94,-1.4265,3,0,0,592.8655,1869.569
88.7,1.5017,1,0,1,584.5614,984.6091
59.76,1.5682,1,1,1,543.7446,945.6467
76.49,-0.063,1,0,0,370.8657,712.6043
48.13,-0.2336,1,1,1,378.8618,1059.231
48.66,0.7104,2,0,1,568.0719,613.9698
47.83,-0.8965,1,1,1,456.7562,682.2694
70.4,0.6237,1,0,0,599.5035,788.0799
27.91,-0.6828,3,0,1,525.6588,555.8112
85.41,0.1638,2,0,0,639.0071,1302.116
25.26,0.3798,1,0,0,373.0722,690.442
27.52,-0.7977,1,0,1,385.2826,684.6931
88.31,0.282,1,0,1,387.7811,508.8072
79.74,0.0584,1,1,0,531.6265,651.9373
68.7,0.5737,1,0,0,497.7138,690.442
86.72,0.521,1,1,0,654.4641,719.3526
65.12,-0.6566,2,0,1,359.1475,809.501
77.1,0.8485,2,0,0,731.368,977.3989
75.54,0.4405,1,0,1,449.0262,742.905
47.74,0.1003,1,0,1,448.1333,736.6283
26.64,-0.8877,2,0,1,360.0433,922.5173
86.72,1.6412,1,1,1,644.6377,822.8669
86.72,3.0471,1,-1,0,336.542,656.7302
74.79,1.2748,1,0,1,423.1724,744.1052
71.39,-1.3404,1,0,0,354.8943,652.9312
46.76,0.7126,1,0,1,469.17,557.7143
72.24,1.2782,1,-1,1,269.8567,618.4042
76.65,-0.1898,1,0,0,467.93,554.8722
74.66,0.8338,1,0,0,479.7109,1094.958
74.66,1.9122,1,0,1,628.7373,623.6596
83.5,0.615,2,0,0,558.7025,692.2781
88.31,1.6934,1,0,0,701.7502,679.8349
76.49,1.3919,1,0,0,447.4227,1262.969
65.01,1.0511,1,1,1,440.2039,792.3491
68.7,0.3553,1,0,1,481.986,799.6732
47.83,-0.1805,1,0,1,327.1396,669.7047
68.7,-0.1706,3,1,0,505.5667,560.3964
14.21,-0.957,2,0,1,466.7567,797.1312
