"HISEI","HOMEPOS","IMMIG","GRADE","GENDER","MATH","W"
86.72,-0.6663,2,-1,1,315.3157,1026.496
62.39,0.5163,1,0,0,556.3379,684.1808
70.34,0.1167,2,0,1,419.6319,603.7953
71.55,0.4334,1,0,0,566.3054,684.1808
16.5,0.1351,1,0,1,437.7217,669.7047
62.39,0.3103,1,0,0,638.7572,594.0437
58.07,-0.4174,2,0,0,528.5531,782.9034
43.85,-0.5943,1,1,1,497.0187,1315.242
68.7,0.5707,2,0,1,494.3996,423.6999
50.15,-1.3359,1,0,0,433.3708,638.7462
39.02,-0.117,1,1,0,469.5074,598.3257
31.72,-0.7121,1,0,0,355.8976,604.522
65.01,0.104,2,0,1,335.1561,720.7121
24.53,-1.5684,3,0,1,393.8971,519.7552
71.39,0.4142,1,-1,1,431.9081,586.0391
68.7,0.6969,1,0,0,442.2566,594.5036
31.08,-0.281,1,0,1,367.5471,919.9075
70.34,1.1621,1,0,0,388.4895,1217.909
70.34,0.5007,3,0,1,430.0973,996.4446
73.91,0.8458,1,0,1,520.3368,683.6347
66.42,0.9887,1,0,1,527.1592,684.1351
36.35,0.1947,1,0,0,442.7209,913.581
76.65,0.468,2,1,1,645.3145,871.0948
71.39,0.0032,1,-2,1,360.7552,919.9075
72.83,1.5256,1,0,1,606.9143,867.9743
75.54,0.9162,1,0,1,306.8916,817.0923
24.53,0.665,2,0,1,412.8327,671.4904
24.98,0.0296,1,0,0,395.6969,549.6742
35.34,-0.5285,2,0,0,515.957,588.6187
68.55,0.1664,1,0,1,412.3516,537.6039
50.15,-0.6781,1,0,1,411.2873,940.716
17.53,-0.8761,1,-1,1,491.3696,487.9839
68.7,-0.3911,3,0,1,482.2841,877.4436
26.62,-0.5815,3,0,0,296.9123,690.442
68.7,-0.2686,1,0,1,445.3891,578.5244
68.7,-0.3291,1,0,0,439.7355,843.5551
76.65,0.6382,1,1,1,624.6531,438.5854
56,-0.4315,1,0,1,449.7223,584.2659
59.76,-0.1963,2,1,1,572.1451,602.6578
75.13,0.6072,1,0,1,536.2553,917.1685
82.41,1.7003,1,0,0,519.0842,855.0621
65.12,1.9403,1,-1,0,317.9648,690.442
38.88,2.8601,1,0,0,512.8908,1086.259
79.74,0.4474,1,0,0,451.1263,822.2078
76.65,0.8055,2,0,0,527.3842,977.3989
62.13,0.1709,1,0,1,541.9114,857.0239
25.23,1.1722,1,-1,1,513.8154,943.1797
35.34,1.1382,1,0,0,571.9735,694.0331
51.01,-0.7163,1,0,1,462.5739,1640.961
76.49,-0.2549,1,1,0,312.4547,726.0654
65.01,-0.198,1,0,0,334.5357,894.287
62.39,1.2016,2,0,0,567.0219,474.3981
21.96,-0.126,2,0,1,430.6153,870.0235
71.39,0.0026,1,0,0,421.6337,975.3854
17.53,-1.5386,2,0,0,318.4891,561.7039
70.09,-0.0077,1,0,1,506.4375,705.9021
26.64,-0.1393,1,0,0,418.7504,1094.958
24.53,-0.134,1,-1,0,398.2242,656.7302
78.69,1.6791,1,0,1,503.5551,528.525
30.34,-1.1511,1,-1,1,407.845,674.5685
25.04,0.5177,1,0,1,433.3628,738.2497
21.24,0.138,1,-1,0,363.2454,523.3733
62.39,1.2668,1,0,1,473.3763,939.5268
62.39,-1.1758,1,1,1,433.2628,559.542
33.76,-0.1842,1,0,0,563.4395,1644.964
44.92,1.0584,1,1,0,373.9578,700.6928
60.29,-0.6993,1,0,0,456.0425,884.231
71.39,-0.0771,2,1,1,398.9299,895.9315
70.09,0.8917,1,0,1,595.7909,550.6528
26.64,0.5231,1,0,0,495.413,905.6657
78.76,-0.4675,1,0,0,502.3989,884.0386
39.02,-0.3713,1,0,0,446.0366,965.3955
27.91,-0.4304,1,0,0,323.7128,884.4799
79.05,0.6916,1,0,1,471.5602,932.9773
82.41,0.313,1,1,1,468.4353,839.2572
59.18,-0.2903,2,1,0,444.7466,619.3579
68.7,-0.4779,1,0,0,618.8179,615.4963
76.49,1.7648,1,0,0,374.6524,848.9622
25.04,-0.2858,2,0,1,455.9452,487.9839
26.62,0.2991,1,0,1,544.0075,1100.551
57.64,1.0765,1,0,1,310.4132,799.6732
70.5,-0.1102,1,1,0,474.012,613.165
25.26,0.3797,1,0,0,370.2162,670.8058
71.29,0.9892,1,0,1,541.1109,683.6347
80.46,1.1519,1,0,0,736.2648,471.0894
79.31,0.882,1,1,0,489.5612,792.3491
73.71,-0.9123,2,0,0,379.3764,835.1373
56,-1.2481,1,0,1,459.0444,497.1649
59.89,-0.1745,1,0,1,441.3765,867.8157
36.92,0.6491,1,1,1,411.7569,783.1994
22.77,-0.4737,3,1,1,478.5995,682.2694
39.02,-0.3972,1,0,1,340.5474,642.6207
71.39,0.3214,1,0,0,381.4648,615.4963
21.82,-1.4283,3,0,0,489.1478,707.707
43.33,0.0129,1,0,0,306.9165,567.7518
36.92,-0.2112,2,1,0,670.9043,768.0588
73.38,1.3265,1,0,0,590.6282,735.1987
25.04,-0.4634,1,0,0,453.3321,425.6052
70.34,0.0954,3,1,0,558.7806,1044.743
70.5,0.0539,1,0,0,457.8551,517.2882
68.7,-0.4039,2,0,0,483.5321,1869.569
77.88,0.0945,1,0,0,421.0011,561.7039
52.72,0.0426,1,-1,0,460.1084,618.1047
31.08,-0.0358,2,0,1,588.3881,881.215
78.86,1.1021,2,0,0,594.8525,861.4836
53.15,-0.5921,1,0,1,546.9038,867.8157
56,-0.7238,1,0,0,406.7668,549.4401
30.78,0.937,1,0,0,454.4002,836.7404
85.41,1.0602,2,0,0,725.1951,1890.195
88.7,-0.1087,1,0,0,459.7634,712.6043
62.45,1.2546,1,0,0,538.6833,788.0799
75.13,0.6072,1,0,1,612.4985,619.6011
70.34,-0.7658,3,1,1,586.061,962.4665
62.39,1.3522,1,0,0,586.428,1432.356
71.39,-1.1588,1,-1,0,391.2673,792.6705
59.76,0.365,1,0,1,515.0578,742.905
65.42,-0.0243,1,0,0,530.4874,837.0659
62.45,0.1827,1,1,0,535.0511,678.1436
19.78,-0.8952,2,-1,1,441.7113,868.3156
24.53,0.1263,2,0,1,434.9489,797.1312
57,-0.8731,1,0,1,341.8832,713.6537
65.01,0.8069,1,0,0,492.2216,547.4675
25.95,-0.3579,2,0,1,391.6376,671.4904
70.1,0.9999,1,1,0,536.6163,752.1197
31.08,-1.361,1,0,0,368.9572,884.4799
31.08,0.1766,2,0,1,484.9476,728.2187
77.88,-0.0398,1,0,1,565.5286,717.3659
25.2,-1.516,1,0,1,371.3228,726.7811
73.38,1.0098,3,1,0,682.2363,719.3526
25.2,-0.5257,1,0,1,358.3544,670.317
81.4,0.8758,1,0,0,640.1043,588.8771
65.12,1.154,1,0,1,516.4723,619.6011
62.45,1.0505,1,0,1,362.3904,898.1214
62.39,1.2117,2,0,0,590.9206,509.114
59.76,-0.8331,1,0,1,544.39,817.0923
61.57,-0.272,1,0,0,662.2813,884.231
24.53,-0.7471,3,0,1,544.1352,613.9698
17,-0.2914,3,-1,1,345.7128,1712.691
24.98,0.1117,3,-1,1,382.5876,720.7121
19.78,-0.163,1,0,1,529.0118,393.7546
53.15,0.9018,1,0,1,532.2162,584.2659
30.9,0.1445,1,1,0,488.8549,949.3451
66.42,-0.0604,1,1,1,498.7135,848.6612
27.81,-0.2651,1,0,1,343.343,711.3121
73.38,-0.4403,1,1,1,470.3363,801.8572
23.57,-1.5328,2,0,1,353.2816,633.2059
14.21,-0.0915,1,0,1,394.8275,678.8576
51.56,0.5265,1,0,1,471.9039,619.6011
73.91,2.3546,1,0,0,526.8174,876.8064
75.13,1.5256,1,0,1,534.7176,727.1103
78.86,1.5497,1,1,1,427.2487,756.883
70.89,-0.2142,2,0,1,430.4015,1148.679
80.46,0.7436,1,0,1,516.1497,984.6091
76.65,0.3282,2,0,0,517.4493,948.6838
28.48,-1.9973,1,0,0,412.71,627.1932
68.7,-0.2966,1,0,0,455.7894,1039.169
82.41,1.8135,1,0,1,548.2826,831.4169
22.16,1.0308,1,0,0,431.9579,822.0018
52.72,0.3024,2,0,1,619.4551,586.0391
68.7,0.3767,1,0,0,504.3405,880.9258
59.89,0.2516,1,0,1,541.3247,936.4965
17.55,-1.1007,3,1,0,406.7166,671.6135
75.13,0.7187,1,1,1,555.9692,932.8956
62.45,0.6033,1,0,0,367.9453,588.6187
72.3,-1.2574,1,0,1,274.1705,559.0745
76.49,1.0115,1,0,0,317.5468,901.5883
76.65,1.2599,1,0,0,502.2178,640.7802
59.89,0.7619,1,1,1,448.5053,1029.475
74.66,0.8393,3,0,0,393.8315,363.2123
70.5,1.278,1,0,0,463.5276,673.3137
81.92,2.2664,2,0,1,417.6409,940.716
81.92,1.7311,1,0,1,508.8042,618.4042
21.96,-0.1828,1,0,0,467.6015,794.4479
70.34,0.8679,1,0,1,508.6773,1213.734
31.08,-1.4565,1,0,0,407.0798,855.0621
73.91,1.7544,1,0,0,520.0557,670.632
20.91,-0.7069,2,0,1,357.101,956.2035
21.24,0.5508,1,0,0,456.3003,822.0018
24.53,-0.9542,1,-1,0,373.6669,924.7837
82.41,0.6662,1,0,0,518.886,869.9329
58.07,0.2207,1,0,0,492.3355,774.4093
50.9,-0.5112,1,1,0,537.5086,660.5652
71.39,-0.4302,2,0,0,421.4463,694.0331
68.7,0.3806,1,0,1,509.9143,1060.04
75.5,0.2712,1,0,1,494.7578,736.2656
60.29,0.0662,2,-1,0,366.4188,835.1373
30.78,-1.3291,2,0,0,494.3813,894.287
65.01,1.3571,1,0,0,514.5632,1039.342
31.15,-1.0916,1,-1,0,376.6127,975.3854
68.7,-0.8269,3,0,0,396.1433,752.4463
57.03,1.0703,2,-1,0,444.4831,658.7812
24.53,-1.2589,3,-1,0,289.6081,991.338
26.62,-0.9157,2,1,1,421.4759,682.2694
76.65,1.4767,1,0,1,423.1021,940.716
53.15,0.9217,1,0,0,507.9428,752.6338
53.15,0.0234,1,-1,0,435.9904,629.5511
68.55,-0.1181,1,1,1,515.1592,1454.779
21.96,-0.2162,1,-1,1,473.6669,487.9839
17,0.1634,1,-1,1,439.2003,618.4042
71.39,0.2596,1,0,1,433.0347,662.7367
25.95,0.2025,1,1,0,547.5436,1030.614
74.79,-0.5447,2,0,0,430.5089,610.6153
58.07,-0.0276,1,0,1,479.8176,1198.807
70.5,0.5394,1,0,0,538.7877,1340.507
76.49,-0.1278,1,0,1,561.9118,405.3383
48.1,-0.4362,1,0,0,550.2572,894.287
57.99,1.0819,1,1,1,470.9445,542.0693
79.05,0.7643,1,0,0,564.4578,588.6187
25.06,-0.473,2,1,0,360.3531,827.4364
78.86,0.6867,1,0,0,676.125,822.2078
68.7,0.6644,1,0,1,424.2476,616.284
16.34,0.1531,2,1,1,364.9411,762.8979
25.95,-0.131,2,0,0,631.8935,561.7039
17,-1.728,2,0,0,414.6557,961.7906
57.03,7.4571,1,0,0,563.5307,692.2781
78.86,-0.3432,2,1,1,577.257,871.0948
36.35,0.7837,2,0,0,412.1099,720.8415
28.6,-0.7426,1,0,0,390.69,1086.259
78.69,-0.2136,2,1,1,468.8099,702.861
73.38,0.1988,1,1,1,405.642,1315.242
68.7,0.8751,1,1,0,581.4568,759.3189
24.53,-0.3623,3,0,1,386.5772,1000.093
68.7,0.5609,1,0,1,522.3596,405.3383
32.2,0.6249,2,1,0,418.6146,739.987
75.13,1.407,2,0,1,649.999,1148.679
28.52,0.5113,1,0,1,463.9375,717.3659
48.1,0.5319,1,0,0,456.7288,843.5551
78.86,0.9446,1,0,0,376.0245,780.4352
82.41,1.4534,1,0,1,505.7655,1554.014
62.39,-0.8448,1,0,1,369.4408,867.3384
65.12,1.5111,1,0,0,631.2305,2060.563
70.5,0.5163,1,1,1,470.779,708.7621
43.85,-1.4741,2,0,1,383.2955,937.0833
75.54,0.3413,2,0,1,461.6926,431.3
71.39,2.6559,1,0,1,521.3406,831.4169
82.41,0.2389,1,0,1,512.0762,870.0235
68.7,0.8085,2,0,1,486.6456,818.2048
74.66,0.4678,2,0,0,638.4588,634.1043
56,0.4403,1,-1,1,375.3269,736.2656
39.02,0.5115,1,0,0,475.4795,1217.909
24.53,0.4396,1,1,1,499.5999,969.8208
39.02,0.4662,1,1,1,450.2367,524.0713
22.77,-1.0864,2,0,1,354.3304,730.2981
65.01,0.9121,1,0,1,592.7116,537.6039
44.14,-0.9026,1,1,0,532.6759,763.1589
30.78,-0.4047,2,0,1,443.6626,797.1312
33.76,-0.4861,2,0,0,533.0675,547.4675
68.7,0.3974,1,0,1,474.2895,638.0784
24.53,0.013,1,0,0,401.4394,965.3955
68.7,-1.2789,3,-1,1,351.9168,583.2306
30.78,-0.0694,1,1,0,383.905,792.3491
25.04,-0.0807,1,0,0,493.9991,517.2882
81.4,1.6039,1,0,1,505.4557,644.5503
82.41,0.0163,1,0,1,474.8492,405.3383
76.65,0.6539,1,1,0,696.1288,786.4829
43.85,-0.7351,1,0,1,494.2189,795.5073
65.64,0.1017,3,0,1,432.0869,1026.496
75.54,0.1209,1,1,1,414.061,1063.373
66.42,-0.0846,1,0,1,507.0438,984.6091
68.88,1.3145,1,0,1,446.9759,799.4451
76.65,1.4205,1,0,0,378.3931,533.2644
68.7,0.0596,1,0,1,456.1668,1100.551
39.02,-0.4507,1,0,0,382.7912,690.442
25.26,0.1962,2,0,1,523.4119,557.7143
75.43,0.6112,1,0,0,441.1494,640.7802
28.52,0.7457,1,-1,0,432.5627,611.724
39.04,-0.9919,1,0,1,422.8519,516.37
81.13,0.8775,2,0,0,589.7737,1039.407
37.22,0.5084,1,0,0,500.7339,913.581
43.33,0.5951,2,0,0,614.1597,610.3265
82.41,0.349,3,1,1,489.154,1439.096
77.1,0.8902,1,0,1,527.1804,799.4451
68.7,0.0248,1,0,0,263.132,690.442
57.99,-0.291,1,0,0,373.0861,1751.377
76.49,0.3077,1,1,0,464.1438,841.5952
68.7,0.1031,1,0,1,447.7342,669.7581
68.7,0.7541,1,0,1,635.1229,857.0239
62.13,0.318,1,0,1,559.6282,959.4121
65.01,0.4691,1,0,0,516.2624,975.3854
70.57,-0.3249,1,0,0,571.8782,596.8058
68.7,-0.7059,1,-1,1,315.1094,684.6931
58.07,-0.0062,1,0,1,467.9155,1100.551
79.74,0.3816,1,1,1,503.5824,625.9388
25.95,-0.5838,1,0,0,442.4019,517.2882
57,0.648,1,1,0,410.4439,672.4923
68.7,0.2529,1,1,0,399.6481,759.9835
26.85,0.0127,1,0,1,389.8271,805.4391
31.08,-0.4189,2,0,1,417.0722,619.219
24.93,-0.3763,1,0,1,424.4128,720.7121
35.07,0.5291,1,-1,0,535.8007,752.9022
44.14,0.3984,1,1,1,413.1136,772.7108
54,1.055,1,0,1,512.5398,942.5247
28.48,-0.9673,3,1,1,402.1284,1286.044
41.27,0.419,1,0,0,414.1333,596.8058
24.53,-0.2006,1,0,1,377.5053,542.2769
51.56,-1.9028,1,-1,1,479.1799,555.172
56,1.066,1,0,0,439.8349,794.4479
65.01,0.0352,1,1,0,541.483,861.3702
31.15,-0.352,1,0,1,300.4147,393.7546
74.79,-0.0014,1,1,1,518.2409,944.3411
75.54,1.085,1,-1,1,467.9082,805.4391
22.77,1.051,2,0,1,593.188,831.4169
33.76,-0.7363,3,0,0,371.5061,560.504
25.2,-0.0705,1,0,0,456.338,616.6988
39.02,-0.3857,1,0,1,381.0087,687.3101
25.94,-1.0152,2,0,0,479.6681,822.2078
73.38,0.5625,1,-1,0,577.9389,837.0659
68.7,0.3596,1,0,0,439.7981,591.343
39.02,0.0768,1,0,1,533.8291,778.1364
15.35,-1.0347,2,0,1,376.4013,801.2896
82.41,0.5672,1,0,0,372.1104,640.1664
26.85,-0.2202,1,0,1,406.9866,817.0923
31.08,-0.4214,3,0,1,535.7812,730.2981
65.01,0.3836,1,0,0,605.5232,720.4376
17,-1.0622,3,0,1,363.5204,867.9743
68.7,0.3112,1,0,0,488.4052,425.6052
76.49,0.1095,1,0,0,398.3422,639.848
82.41,0.5347,1,0,1,494.6128,1213.734
20.78,-0.4455,1,0,1,445.2231,638.0784
76.65,0.7694,1,0,1,381.5594,718.6005
51.56,-0.128,1,0,1,540.3347,557.7143
82.41,0.4161,1,0,0,555.0823,827.5847
11.56,0.3911,1,-1,0,421.706,975.3854
30.78,1.3821,2,-1,0,335.3864,410.2264
43.85,-0.2053,2,0,1,393.4486,1601.608
57.03,1.1926,1,0,0,425.6429,588.8771
78.86,0.1847,1,0,1,562.31,939.5268
25.04,-0.3103,1,0,0,435.127,785.0401
63.03,-0.3394,1,0,1,467.8429,642.6207
75.54,0.2885,1,0,0,399.674,425.6052
76.49,1.5471,1,0,1,545.0013,940.716
25.23,0.2293,2,1,0,455.434,598.0957
17.56,-0.7203,1,1,0,570.9188,842.1963
65.01,0.7274,1,1,0,456.9697,585.9969
57,1.9639,1,0,1,477.3458,799.4451
16.5,-0.219,1,0,1,307.5287,677.0836
88.7,1.2948,2,0,0,591.7377,664.854
43.33,-0.3205,1,0,1,390.5445,801.2896
68.7,0.484,1,0,0,377.0125,528.1723
32.5,-0.0477,2,0,1,473.1291,785.7852
26.64,0.6546,1,0,1,588.1305,683.6347
76.49,-0.1439,1,0,0,492.9548,995.1476
24.53,1.3326,2,0,1,446.956,834.6191
21.82,-0.2077,2,0,0,474.9291,712.6043
48.13,-0.6942,1,-1,0,339.7411,570.5866
28.52,-0.2522,1,0,0,381.2042,517.2882
76.65,0.4777,1,0,1,559.0847,662.592
20.91,-0.7069,1,1,0,426.4412,630.81
14.21,-0.7692,1,0,0,420.5117,880.9258
65.01,-0.5051,1,1,1,560.1104,870.7069
21.82,-0.3086,2,1,1,554.4031,1106.754
53.77,0.1839,2,1,1,470.6618,653.2882
75.5,0.0857,1,1,0,518.6566,968.4526
39.02,-0.1919,1,0,0,492.8717,1315.706
62.45,1.0634,1,0,0,407.9777,638.7462
39.02,0.3076,1,0,1,449.1418,805.4391
57.37,-0.4589,3,0,1,606.521,996.4446
49.3,-0.4598,1,0,1,460.2471,684.6931
33.76,-0.256,2,0,1,385.425,752.6869
76.49,0.6749,1,0,1,509.0462,635.4133
25.95,-0.7824,1,0,1,444.6773,561.7039
68.7,-0.6612,1,0,0,514.1408,638.0784
17.56,-1.2668,1,-1,0,410.0366,511.5939
56,0.505,1,0,1,375.1016,857.0239
62.39,1.1178,1,-1,0,489.5082,651.4933
30.78,-0.9529,2,0,0,430.5515,1131.283
27.91,1.6828,1,-1,0,513.5997,410.2264
17,-0.1251,1,-1,0,468.9474,567.7518
14.64,0.0682,2,0,0,436.4549,640.1664
68.7,-0.825,1,0,1,408.0878,773.6328
78.86,-0.5286,1,0,0,512.777,948.6838
86.72,1.8518,1,0,1,512.7531,557.7143
31.08,-0.6913,1,0,1,320.9827,776.2908
15.35,-0.5403,1,0,1,463.6305,1060.04
51.5,-0.6352,1,1,0,325.5773,479.844
59.89,0.5011,1,0,0,593.4484,837.0659
53.15,0.512,2,1,0,638.5425,768.0588
44.94,-0.9231,1,0,0,500.6598,1302.116
52.72,0.554,1,-1,0,492.8342,1086.259
26.64,0.8067,1,0,1,477.1849,1026.496
29.32,-0.7975,1,0,1,404.0143,830.3831
24.98,-0.689,1,-1,0,382.9378,640.7802
43.33,0.7641,1,0,0,414.8724,884.231
68.88,1.7941,1,0,1,527.2781,799.4451
73.91,-0.1624,1,1,1,453.3724,611.5021
72.3,-0.9753,1,0,0,467.5093,670.8058
16.36,0.3959,1,0,0,514.9396,855.1688
23.8,1.3478,1,-1,0,353.2902,673.6087
82.41,0.6723,1,0,1,585.4323,742.905
70.5,0.175,1,0,0,426.9864,660.8248
52.72,0.2185,1,0,1,411.6949,521.3976
75.43,0.6479,1,1,0,561.27,887.8819
35.34,1.4759,1,0,1,354.9848,1640.961
81.13,-0.1048,1,0,1,353.1845,817.0923
50.05,-0.9834,1,0,0,397.6793,511.5939
81.92,0.9381,1,0,0,578.1336,1432.356
39.04,-1.1531,1,0,0,357.6933,1284.469
70.89,2.6481,1,0,1,496.3439,586.0391
24.53,-0.6055,2,0,1,488.8638,713.6537
57.99,-0.2836,2,0,1,446.175,1000.093
65.12,0.5376,1,0,0,454.1227,568.636
85.85,-0.2538,1,1,0,547.847,359.5035
68.55,0.5238,1,0,0,593.3506,782.9034
31.08,-1.3893,2,1,0,372.0834,525.3988
76.49,-0.2262,1,0,0,511.0143,660.8248
31.08,0.8285,1,0,1,405.6824,727.1103
70.34,-0.243,1,0,1,415.8893,677.0836
15.35,-0.1192,1,0,0,392.5144,639.848
17,0.1552,1,0,0,447.4126,611.724
34.25,-0.5738,1,-1,0,366.2882,843.1102
68.7,0.6351,1,0,0,472.1588,780.4352
78.17,-0.6151,1,0,0,479.4953,694.2956
80.46,-0.1108,1,0,1,458.502,578.5244
46.38,1.4257,1,0,1,439.885,584.2659
58.07,-0.2627,1,1,1,319.4956,1011.24
73.38,0.4068,1,1,1,547.9846,839.2572
65.12,2.541,1,0,0,549.0967,670.8058
23.53,-0.1932,1,1,1,412.5759,1264.121
80.46,0.4744,1,0,1,458.9767,932.9773
75.43,1.7856,1,0,1,445.1091,942.5247
52.72,1.1805,2,0,1,335.8111,799.5024
54.27,1.3335,1,0,0,540.1811,554.8722
68.7,1.2435,2,1,1,573.858,421.9622
76.49,1.2647,1,0,0,465.6303,798.179
25.95,-0.8428,1,-1,0,547.302,673.6087
59.89,0.8799,1,0,0,434.8806,485.2478
59.76,-0.0142,1,0,0,402.2317,660.8248
21.64,-0.6811,2,0,1,396.1586,671.4904
67.11,0.3891,1,0,1,410.4245,557.7143
79.74,1.6093,1,0,1,429.4532,852.062
76.49,1.4298,1,0,1,505.6865,638.0784
50.9,-0.9604,1,0,0,392.5712,487.472
50.9,0.7728,1,0,1,524.239,577.0671
68.7,-0.335,1,0,0,393.4357,822.2078
59.89,0.137,2,-1,1,410.7625,718.4232
65.01,0.1633,1,0,0,486.903,768.8742
25.95,1.3011,1,0,0,395.5131,995.1476
82.41,1.7996,1,1,1,537.9067,883.0259
77.1,0.1627,1,0,0,521.2382,855.1688
62.39,-0.5372,1,0,0,416.4891,596.8058
70.34,0.3504,1,0,1,543.0267,882.8742
56.64,1.7861,1,1,0,721.4695,1222.794
33.76,-0.5495,2,0,0,506.3721,660.8248
20.91,0.1642,2,0,0,382.0296,521.7547
40.54,-0.7309,1,-1,1,321.4908,919.9075
70.34,0.9844,1,0,0,565.6758,634.1043
77.1,0.128,3,0,1,346.5464,583.2306
68.7,0.7227,1,0,1,444.571,717.451
81.92,1.1233,1,-1,0,555.167,1432.356
51.5,-0.8556,1,0,0,396.0021,596.8058
71.39,0.6983,1,0,1,567.8969,776.2908
82.41,1.3805,1,0,0,624.5499,517.2882
74.66,-0.4708,1,1,1,487.2081,754.0545
73.38,0.476,1,0,0,513.0217,594.0437
62.39,1.0544,1,0,0,637.2051,485.2478
38.58,0.9836,1,0,0,497.0147,880.9258
79.74,0.1889,2,-1,1,381.3848,1593.862
21.96,-0.8089,1,0,1,344.8921,932.9773
76.49,-0.6886,1,0,0,578.3957,752.4463
31.46,0.9638,1,0,1,439.3063,487.9839
57.04,1.0854,2,0,0,458.6424,670.632
31.08,0.0899,2,0,0,368.4988,1262.969
49.3,0.2412,1,0,1,387.3102,662.7367
53.15,-1.1477,1,0,0,480.7175,594.0437
65.01,0.5198,1,0,1,494.9433,670.317
70.34,0.2592,1,0,1,424.6571,603.1797
52.72,0.4901,1,0,1,495.832,746.517
78.86,0.6941,1,1,0,538.8586,705.983
56,-1.9903,1,1,0,462.4952,585.9969
28.52,0.0174,1,0,0,370.301,596.8058
21.82,-0.2222,2,0,1,437.9884,730.2981
70.5,-0.5207,1,0,1,404.1915,669.7581
25.04,-0.4676,1,0,0,510.2027,657.2502
43.85,-1.6546,1,0,0,395.5166,604.3597
75.43,1.0738,1,0,1,403.1683,726.7811
17.56,0.8164,2,0,0,437.9022,549.6742
86.72,0.7539,1,0,1,479.0205,706.1739
71.39,0.759,1,0,0,518.1215,884.0386
79.74,2.4541,1,0,1,405.8832,936.4965
88.7,0.0791,1,0,1,365.8352,940.716
31.08,0.1669,2,0,1,356.7042,831.4169
60.29,0.119,1,0,1,401.4501,932.9773
76.49,0.3174,1,0,0,512.7244,684.1808
88.7,0.316,1,0,0,400.6518,639.848
16.5,-1.0379,1,0,1,451.3012,857.0239
25.95,-0.4402,2,0,1,543.8582,619.219
24.53,-1.4196,2,1,1,345.355,801.8572
58.07,-0.4162,1,0,1,554.0549,603.1797
79.74,1.12,1,0,0,415.7714,855.0621
51.56,-0.7517,3,-1,1,327.7445,1262.874
22.16,-1.2394,2,1,0,505.3646,1243.448
88.31,0.9831,1,0,0,629.4189,1340.507
76.49,-0.6121,1,1,1,548.9185,869.3854
30.78,0.3629,1,0,1,582.2372,809.9561
67.94,1.0529,1,0,0,584.28,485.2478
17,0.5555,2,0,0,518.8847,634.1043
82.41,0.3163,1,0,1,558.7043,613.9698
43.33,-0.068,1,-1,0,414.2847,1022.545
57.97,1.7378,1,0,1,471.1111,662.592
15.35,-0.0017,2,1,1,347.7261,1168.184
71.39,0.5253,2,0,0,416.5565,692.2781
30.32,0.195,1,0,0,577.1837,596.8058
79.05,0.5742,1,0,0,399.5856,568.636
88.31,0.3115,1,0,0,512.3992,679.8349
70.34,0.8312,1,1,1,417.7946,962.4665
79.74,0.0485,2,0,1,425.0781,1097.569
18.08,0.6177,2,0,0,581.7895,554.8722
57.64,1.7311,1,0,0,599.8441,861.4836
25.95,-0.7934,2,0,1,415.4982,746.517
68.55,0.1705,1,2,0,487.3099,770.1301
74.66,0.8464,1,0,0,418.1274,629.5511
57.99,-1.2046,1,0,0,338.4849,837.0659
39.02,-0.2267,1,0,0,575.5512,788.0799
55.25,-1.1693,1,0,0,507.0143,822.2078
86.72,-0.6378,1,0,0,334.2218,708.6669
60.29,0.6631,1,0,1,460.7386,674.5685
58.07,0.6603,1,0,1,491.8269,1699.095
81.13,0.3481,1,0,1,400.5566,746.517
77.88,0.3865,1,0,0,527.8273,975.3854
46.76,0.7986,1,1,1,403.5183,954.3351
58.07,-0.9417,2,1,0,484.5945,1242.162
25.51,-0.3312,2,0,1,471.8864,557.7143
48.1,0.1614,1,0,0,431.1665,639.848
24.53,-1.6415,3,0,1,284.1211,583.2306
70.5,0.9617,1,0,0,469.4879,588.6187
74.66,-0.1666,3,1,1,470.8743,839.2572
17,-1.2376,2,1,1,358.564,989.6694
60.29,-0.9438,1,0,0,415.4512,638.7462
54.55,0.7465,1,1,0,564.7775,1011.196
51.56,0.2021,1,0,0,418.2682,656.7302
33.66,-0.0213,1,0,0,534.7349,1039.169
71.39,0.6063,1,0,0,399.4311,995.1476
65.42,0.6166,2,0,1,567.0228,1148.679
79.74,1.2189,1,0,1,549.0314,1699.095
28.48,0.8983,1,0,1,461.8456,638.0784
86.72,1.0925,1,0,0,722.4443,1071.922
56.64,1.0089,3,0,1,436.6654,687.766
79.74,0.8432,1,1,1,520.6299,438.5854
51.56,-0.3808,1,0,0,401.227,1432.356
30.9,0.7151,1,-1,0,454.3942,640.7802
53.15,0.9171,1,0,0,355.3085,690.442
76.49,0.4074,1,0,1,367.6735,1100.551
68.54,-0.3051,1,0,0,519.5251,588.8771
75.43,1.6909,1,0,1,626.3113,487.9839
21.64,0.0783,1,0,1,371.3366,578.5244
39.02,-0.5418,1,0,0,396.9285,1751.377
65.01,0.5801,1,0,1,555.1989,642.6207
53.15,0.5753,1,0,1,467.0725,752.6869
68.7,1.4958,1,0,1,451.3547,870.0235
29.14,0.181,1,0,0,429.506,694.0331
14.82,-1.2831,2,-1,0,299.6631,658.7812
25.04,-0.5958,2,0,0,418.128,774.4093
30.78,0.4952,1,0,1,404.0394,1198.807
76.49,0.4269,1,1,1,356.3256,1159.529
68.88,0.4448,1,0,1,546.2802,678.8576
